gene_short_name,FPKM
PRAMEF33,0
-,0.377604
PRAMEF15,0.140733
PRAMEF8,0
PRAMEF17,0.107725
PRAMEF19,0.237529
PRAMEF20,0.908694
BRWD1P1,0
PRAMEF14,0.171634
RNA5SP41,0
-,0
LRRC38,0.487097
-,0
-,0
PDPN,0.610883
ZBTB2P1,1.0209
FHAD1,0.421576
FHAD1-AS1,0.174366
-,0.480438
EFHD2-AS1,0.305256
EFHD2,0.458507
CTRC,0.284931
CELA2A,0
CELA2B,0
CASP9,1.2798
PRDM2,1.04576
-,0.450121
CHCHD2P6,0
RNU7-179P,0
CD24P1,0
KAZN,1.23026
TMEM51,0
TMEM51-AS1,0.328212
RNU6-1265P,0
-,0.146122
KAZN-AS1,0.650386
TBCAP2,0
-,0.235464
TMEM51-AS2,0
MFFP1,0.243041
-,0.637341
PLEKHM2,0.34472
SLC25A34,0.165536
-,0
SLC25A34-AS1,0
TMEM82,0.0750823
FBLIM1,0.419377
RPL12P14,0.0444371
UQCRHL,0.255021
-,0.224277
DNAJC16,0.836467
-,0
AGMAT,0
SCARNA21B,0
-,0.279061
ZBTB17,0.860864
-,0.366756
-,0
-,0
TBC1D3P6,0
SRARP,0.305815
-,0
HSPB7,0.299169
CLCNKA,0.0120459
FAM131C2P,0.183663
CLCNKB,0.201621
FAM131C,0.320274
EPHA2,0.433422
EPHA2-AS1,0.338008
-,0.177335
ARHGEF19-AS1,0
ARHGEF19,0
-,0
ANO7L1,0
-,0
CPLANE2,0.174299
MT1XP1,0
FBXO42,0.0962513
DDI2,0.358631
RSC1A1,0.38982
SZRD1,0.193201
SPATA21,0
RPL22P3,0
RNU1-1,0
-,0.0164184
-,0.00837054
-,0
LINC01783,0.0629341
RNU1-6P,0
PDE4DIPP8,0
NECAP2,0.0770367
LINC01772,0
CROCCP3,0.0565218
CROCCP3,0
-,0.554839
NBPF1,0.282781
-,0
-,0
ESPNP,0
-,0
-,0
EIF1AXP1,0
-,0.30831
CROCCP2,0
-,0
RNU1-3,0
-,0
MST1P2,0.0110172
SPEN-AS1,0
SPEN,0.995865
-,0
-,0
CROCC,0.0314837
-,0
RNU1-4,0
CROCCP4,0
-,0.389054
MST1L,0
-,0
PDE4DIPP9,0
MIR3675,0
-,0
RNU1-5P,0
-,0.0749285
-,0
RNU1-2,0
-,0
-,0
SDHB,1.38163
LINC02783,0
-,0
PADI2,0.0695087
PADI1,0
PADI4,0
PADI3,0
MIR3972,0
MFAP2,0.53131
-,0
-,0
ATP13A2,0.970951
-,0
PADI6,0
LINC02810,0.438858
ACTL8,0.354331
-,0.399611
RCC2-AS1,0
RCC2,0.358905
-,0
LINC01654,0.25733
-,0.0657286
MTOR,0.959781
MTOR-AS1,0
ANGPTL7,0.457589
RNU6-537P,0
RNU6-291P,0
RPL39P6,0
DYNLL1P3,0
-,0
KLHDC7A,0.313506
TAS1R2,0.157537
IGSF21,1.57931
-,0.436484
IGSF21-AS1,0.0720388
ALDH4A1,0.208622
MIR4695,0
MIR1290,0
IFFO2,0.568034
ARHGEF10L,0.715262
MRTO4,0.33692
-,0
AKR7L,0.176276
AKR7A3,0.0388029
-,0.0694792
AKR7A2,0.756674
RNU6-1099P,0
SLC66A1,0.575405
PAX7,1.07119
HTR6,0.311549
TMCO4,0.249549
RNF186,0.265478
RNF186-AS1,0
OTUD3,0.468288
PLA2G2E,0.0916051
RN7SL304P,0.165326
PLA2G2A,0.457427
PLA2G5,0.506491
PLA2G2D,0.389606
PLA2G2F,0.909062
-,0.193604
PLA2G2C,0.232828
UBXN10,0.439174
LINC01757,0.689576
CAPZB,4.3648
MICOS10,1.4043
NBL1,3.66919
MICOS10-NBL1,0
RN7SL277P,1.56463
RNU4-28P,0
MICOS10-DT,0
-,1.67604
-,0.808358
LINC01141,2.03794
-,0
-,0.312769
-,0.236044
CAMK2N1,5.72754
-,0.364637
MUL1,1.09014
RPS4XP4,0.271872
FAM43B,0.5845
CDA,0.375556
EMC1-AS1,0
EMC1,2.849
KIF17,0.165588
-,0.0739842
PINK1,3.24866
MIR6084,0
PINK1-AS,0.376347
DDOST,1.6233
-,0
VWA5B1,0.436199
-,0
SH2D5,0.202461
KIF1B,2.31255
RN7SL731P,0
-,0
RNU6-37P,815.231
PPP1R11P1,0.666718
PDE4DIPP10,0.20168
-,0.185506
NBPF2P,0.0590141
HS6ST1P1,0.117786
CROCCP5,0.0305609
NBPF3,0.816587
PFN1P10,0
ALPL,0.220562
-,0
LINC02596,0.241301
HP1BP3,1.20358
ECE1,0.816912
ECE1-AS1,0
-,0.21433
VPS13D,1.07221
SNORA59A,0
-,0.23115
-,0.207196
RAP1GAP,1.01896
WNT4,0.408521
-,0
MIR4418,0
PPIAP34,0
-,0.310636
USP48,1.07083
-,0
EPHA8,1.15931
MIR6127,0
C1QA,0.390002
-,0
C1QC,0.118642
C1QB,0.238127
CELA3B,0
-,0
CELA3A,0
LINC00339,0
-,0
-,0
CDC42,2.6458
CDC42-IT1,0
LINC01635,0
CDC42-AS1,0
RN7SL386P,0.169156
RNU6-1022P,0
RN7SL186P,0
RNU6-776P,0
MPHOSPH6P1,0.491279
LACTBL1,0.0337548
TEX46,0
-,0
UBR4,1.7993
HTR1D,0.62018
RPL29P6,0
ZBTB40,0.465096
ZBTB40-IT1,0
-,0
LINC01355,0
ZNF436,0.0140206
ZNF436-AS1,0
Y_RNA,0
-,0
TCEA3,0.0368366
-,0
LDLRAD2,0
HSPG2,0.500911
RPL21P29,0.268087
E2F2,0.00822235
-,0
ID3,0.181151
-,0
MDS2,0.656379
EEF1A1P48,0.0606879
RPL11,3.7134
EPHB2,0.550787
MIR4253,0
MIR4684,0
-,0.0869714
PITHD1,1.28982
-,0
LYPLA2,0.711184
GALE,0.827732
HMGCL,0.830854
FUCA1,0.708593
CNR2,0.212808
BTBD6P1,0.439626
-,0
MIR378F,0
H3P1,0.0968959
PNRC2,0.501984
ELOA-AS1,1.21973
ELOA,0.535951
RPL36P5,0
ASAP3,0.233762
IL22RA1,0.265388
IFNLR1,0.327182
-,0
MYOM3-AS1,0
MYOM3,0.48155
-,0.11697
KDM1A,2.36925
-,0
LUZP1,0.657018
-,0
MIR3115,0
-,0
-,0.125271
RNU6-514P,0
RNU6-135P,0
-,0.755239
NCMAP-DT,0
RCAN3,0.584034
Y_RNA,0
NCMAP,0.220856
-,0.344081
-,0.240367
SRSF10,1.33381
GRHL3,0.177592
LINC02800,0.961865
GRHL3-AS1,0.0364027
STPG1,0.60459
NIPAL3,1.53384
-,0.279059
MIR4425,0
LINC02793,0.330442
-,0.313069
CLIC4,0.879729
RNU6-1208P,0
IFITM3P7,0.182898
-,0.244066
-,0.337812
-,0.240837
SYF2,0.928833
TMEM50A,0.92608
RHCE,0
-,0.0731155
SRRM1,0.972309
RUNX3,0.141594
MIR6731,0
RUNX3-AS1,0.192671
-,0.211286
RSRP1,1.11893
-,0
RHD,0.381568
-,0.344755
-,0.544853
SDHDP6,0.0731044
LDLRAP1,0.34591
MACO1,0.38577
Y_RNA,0
-,0.631055
PAQR7,0.661954
MAN1C1,0.486534
-,0.194796
-,0
-,0
PAFAH2,0.219053
RNU6-110P,0
EXTL1,1.0003
-,0.166225
TRIM63,0.429722
SLC30A2,1.90333
FAM110D,0.132261
STMN1,16.6572
MIR3917,0
SNRPFP2,1.18832
-,0
C1orf232,0.279313
ZNF593OS,0.451501
ZNF593,3.63192
SELENON,0.707725
-,0
MTFR1L,0.543794
-,0.886961
-,0
AUNIP,0.643045
CATSPER4,0.104632
ZPLD2P,0.646525
ZPLD2P,0.90923
-,0.215249
CNKSR1,1.10152
PDIK1L,0.552912
ZNF683,0.506817
LIN28A,0.331168
SH3BGRL3,10.1498
CD52,0
UBXN11,0.806931
CEP85,1.8641
-,0.844413
DPPA2P2,0
EIF4G3,1.92246
-,0
RNU7-200P,0
MIR1256,0
RPS15AP6,0.43983
-,0
HSPE1P27,0.369467
RN7SL679P,0
Y_RNA,0
HMGN2,1.52685
RNU7-29P,0
-,0
-,0
-,0
-,0
CRYBG2,0.144795
-,0.258999
RN7SL165P,0.542916
-,0
HNRNPR,0.751358
SFN,0.285754
ZDHHC18,0.416825
DHDDS,2.36521
DHDDS-AS1,0
RPL17P9,0.525413
GPN2,0.344891
-,0
-,0.211618
KDF1,0.298122
RPL12P13,0.122317
RPL32P6,0.477075
OSTCP2,0.483212
TRNP1,1.01248
RPS6KA1,0.0183653
MIR1976,0
TENT5B,0.326442
GPATCH3,0.541897
NUDC,0.961249
NR0B2,0.288413
-,0.502527
NPM1P39,0.600195
CHCHD3P3,0.228434
SNRPEP7,0.485517
WDTC1-DT,0.39248
-,0
SYTL1,0.625364
SLC9A1,1.4367
FCN3,0.596007
TMEM222,0.835474
RNU6-48P,0
ACTG1P20,1.19085
-,0.197045
CD164L2,1.47777
GPR3,0.797006
-,0
WASF2,0.770464
-,0.189176
WDTC1,0.524619
Y_RNA,0
-,0.705179
LINC02574,1.17893
IFI6,0.271565
-,0.45992
RNU6-949P,0
CHMP1AP1,0.127226
RNU6-424P,0
-,0.320682
FGR,0.754389
MAP3K6,0.829139
RNU6-1245P,0
STX12,3.15759
-,1.06619
-,0
FAM76A,0.143428
-,0.237955
RPEP3,0.62815
RPA2,1.92169
-,0.158286
PPP1R8,0.545283
SCARNA1,126.436
THEMIS2,0.832411
SPCS2P4,0.0620369
-,0
-,0.327777
ARL8BP2,0.487288
RNU6-176P,0
PIGV,0.714887
PTAFR,0.6205
-,0
ATP5IF1,3.14743
-,0.0114697
DNAJC8,1.8367
-,0
MED18,0
SESN2,0.0122029
SMPDL3B,0
XKR8,0.742006
-,0
-,0.173198
TRNAU1AP,0
SNHG12,9.61651
SNORA61,0
SNORA44,0
SNORA16A,0
SNORA16A,0
SNORD99,0
RCC1,0
SNHG3,1.02448
SNORA73A,26.8683
SNORA73B,56.2779
PRDX3P2,0.100951
-,152.599
RNU11,84.2114
GMEB1,0.394347
-,0
PHACTR4,1.30472
Y_RNA,0
DNAJC8P4,0.205192
RNU6ATAC27P,0
EYA3,0.599414
-,1.47641
RN7SL559P,0.169069
Y_RNA,0
TAF12,0.979882
TAF12-DT,0
RAB42,0.172361
-,0
AHDC1,0.740612
-,0
YTHDF2,1.54185
OPRD1,0.35373
-,0
LINC01756,0.423974
-,0.10794
-,0.100047
-,0.335147
-,0.333835
LINC01648,0.109579
-,0.167915
-,0
MECR,0.96693
-,0.615782
-,0
-,0
-,0
-,0.308186
LAPTM5,0.592043
MIR4420,0
-,0
LINC01778,0.180224
RN7SKP91,0.370169
-,0.726569
MATN1,0.367292
MATN1-AS1,0.181261
RN7SL371P,0
SRSF4,1.55228
-,0
SELENOWP1,0
RPL21P22,0.388629
NKAIN1,1.86445
SDC3,5.03533
SNRNP40,1.90507
-,0.235579
PTPRU,0.484391
FABP3,8.55408
EEF1A1P46,0.668934
RNU6-40P,0
SERINC2,0.580623
ZCCHC17,0.606497
-,0
LDC1P,0.414465
LDC1P,0
LINC01226,0.989571
TINAGL1,0.403793
Y_RNA,0
-,0.0853275
HCRTR1,0
PEF1-AS1,0
-,0
PEF1,1.62161
COL16A1,1.74092
-,0
SPOCD1,0.951711
-,0
-,0
ARID1A,2.41942
-,0.33701
EPB41,1.2441
TMEM200B,0
-,0.471422
Y_RNA,0
Metazoa_SRP,0
KHDRBS1,1.54034
-,0
TMEM39B,0.933131
MIR5585,0
Metazoa_SRP,0
TXLNA,0.661852
-,0.435639
-,0.146239
PTP4A2,1.80837
-,0
-,0.124045
KPNA6,0.864379
-,0
FAM167B,0.160996
Y_RNA,0
HDAC1,1.44214
MARCKSL1,25.8976
CCDC28B,0.45071
IQCC,0.23291
-,0
-,0.46537
LCK,0.504543
Metazoa_SRP,0
GAPDHP20,0.08036
-,0.113031
LRRC37A12P,0.160073
RN7SL122P,0.334237
TSSK3,0.587422
FAM229A,0.560369
BSDC1,1.13051
-,0.0864401
ADGRB2,0.791274
MIR4254,0
NHSL3,0.436497
DCDC2B,0
EIF3I,6.13679
-,0
TMEM234,0
-,0
MTMR9LP,0
-,0
ZBTB8B,0.290102
ZBTB8A,0.249697
ZBTB8OS,2.17354
Y_RNA,0
HPCA,0.543081
TMEM54,0.428714
-,0.554868
-,0.115987
FNDC5,0.541492
-,0.06764
RNF19B,0.523076
-,0.273716
YARS1,2.66367
S100PBP,0.868057
-,0.137357
TRIM62,1.09685
-,0.363706
ZNF362,0.79163
-,0.153181
TLR12P,0.400894
RBBP4,0.743135
SYNC,0
A3GALT2,0
PHC2,1.25765
MIR3605,0
-,0.777575
RN7SKP16,2.15927
PHC2-AS1,0
-,0.686468
AZIN2,1.05143
-,0.0791728
C1orf94,0.230133
-,0.855041
MIR552,0
ZSCAN20,0.512067
DLGAP3,0.452427
-,0
-,0
AK2,2.79691
Metazoa_SRP,0
EFCAB14P1,0.483028
-,0.118573
SMIM12,1.83227
-,0
GJB5,0.41166
GJB4,0.504593
-,0
GJB3,0.402324
GJA4,0.280333
Y_RNA,0
SFPQ,2.81454
-,0.474689
GPR199P,0
GPR199P,0
TMEM35B,0
-,0
ZMYM6,0.876516
TFAP2E-AS1,0
TFAP2E,0.647605
C1orf216,1.20202
PUM1,1.08208
-,0.24714
-,0
ZMYM1,0.163862
RPL12P45,0
PSMB2,2.76112
AGO4,0.324237
-,0.103772
-,0.306634
TEKT2,0.201187
ADPRS,0.24129
COL8A2,0.235931
CLSPN,0.194025
-,0
RN7SL131P,0
THRAP3,1.06372
UBE2V2P4,0.692469
TRAPPC3,3.18653
MAP7D1,0.834368
-,0.947695
SH3D21,0.972909
EVA1B,0.686538
LSM10,1.04993
RNU4-27P,0
OSCP1,0.699904
SNORA63C,0
MRPS15,5.3107
STK40,1.18532
FTLP18,0.0536954
-,0.259942
-,0.47839
-,0.169735
ZMYM4,0.740401
NCDN,0
ZMYM4-AS1,0
KIAA0319L,1.04467
RN7SL503P,0.1713
SNORA62,0
RPL5P4,0.405288
Metazoa_SRP,0
-,0.506747
-,0.540238
AGO1,0.564461
-,0
CFAP97P1,0.224358
-,0.163235
RPS29P6,0
-,0.592174
MIR4255,0
RNU6-636P,0
RNA5SP43,0
LITATS1,2.03346
ZC3H12A,1.05652
MIR6732,0
GRIK3,0.496077
RPS27P9,0.667084
SNIP1,0.650993
FTH1P1,1.14623
-,0.14215
CSF3R,0.927862
DNALI1,1.03544
GNL2,1.12242
RSPO1,0.370514
CDCA8,0.469606
ACTN4P2,0.191384
MEAF6,2.21361
MIR5581,0
-,0.55594
AIRIM,0.525365
YRDC,0.666043
C1orf122,1.729
MANEAL,1.87063
-,0
Metazoa_SRP,0
SF3A3,0.728697
RNU6-510P,0
MTF1,0.357277
-,0.408352
FHL3,0.966913
EPHA10,0.603251
Y_RNA,0
UTP11,0.508446
POU3F1,0.149899
MIR3659HG,0
-,0
MIR3659,0
-,0.428075
LINC02786,0.748842
-,0.672971
RNU6-753P,0
-,0.210621
LINC01343,0.206378
HSPA5P1,0.25384
-,0.384286
INPP5B-AS1,0
INPP5B,0.629181
SNORA63,0
RNU6-584P,0
NDUFS5,4.83352
LINC01685,0.480061
AKIRIN1,2.35665
AGO3,0.28396
-,0
HEYL,0.507344
-,0.339073
CSMD2,0.796631
HSPD1P14,0.574828
HMGB4,0.32197
CSMD2-AS1,0.366779
RNA5SP42,0
NT5C1A,0.31977
RRAGC,0.979607
-,0
MYCBP,0.759587
-,0.348558
GJA9,0.587894
RHBDL2,0
RRAGC-DT,0
RNU6-605P,0
Y_RNA,0
EIF1P2,0
-,0.247982
-,0
-,1.43726
LINC02811,0
BMP8A,0.277945
PPIEL,1.04639
PPIEL,0
OXCT2P1,0.208913
HPCAL4,0.593685
Y_RNA,0
MYCL,0.973313
MYCL-AS1,0.435756
MFSD2A,0.475808
-,0.323054
PPIE,0.771451
-,0
BMP8B,0.329268
-,1.41989
RNU7-121P,0
OXCT2,0.133246
BMP8B-AS1,0.632949
OAZ1P1,0.755497
RLF,0.561776
RNU6-1237P,0
TMCO2,0.0850976
ZMPSTE24-DT,0.582885
PABPC4,1.64741
SNORA55,0
PABPC4-AS1,0
COL9A2,0.12438
RPL21P20,0.352382
ZMPSTE24,0.568925
-,0
-,0.10998
ZFP69B,0.290526
-,0.84883
-,0.432148
CAP1,2.24339
SMAP2,0.940256
-,0.359286
-,1.27979
TRIT1,0.384423
Y_RNA,0
-,0.036281
-,0
ZFP69,0.347801
EXO5-DT,0.243017
GTF2F2P2,0.0790362
-,0
ZNF684,0.426919
PPT1,3.61202
CITED4,0.44124
-,0
-,0.18857
-,0.0785423
UBE2V1P8,0
EXO5,0.656333
-,0
-,0
RIMS3,1.25726
-,0.235126
KCNQ4,0.213624
RN7SL326P,0.486725
RNA5SP45,0
NFYC-AS1,0.482835
NFYC,1.20212
MIR30E,0
MIR30C1,0
EDN2,0.0893138
FOXO6,0
FOXO6-AS1,0
-,0
-,1.10692
HNRNPFP1,0.422609
GUCA2A,0.122848
GUCA2B,0.0474294
SLFNL1-AS1,0.446521
SLFNL1,0.308939
SCMH1,0.613536
RPL23AP17,0.488944
-,0
SCMH1-DT,0
RPL36AP9,0
-,0
-,0
RIMKLA,0.850579
-,0.0934034
PPIH,1.07303
-,0
-,0.68677
YBX1,7.52721
FOXJ3,1.45749
-,0.0951558
CLDN19,0.242498
C1orf50,1.05036
-,0
TMEM269,0
ERMAP,0.945372
C1orf50-AS1,0
SVBP,0
ZNF691-DT,0
P3H1,2.46723
ZMYND12,0
PPCS,0.96346
CCDC30,1.52703
RPS3AP11,0.248696
TMSB4XP1,0
RNU6-536P,0
-,0.174398
MKRN8P,0.813991
-,0.353042
ATP6V1E1P1,0.111879
ZNF691,0.985272
U6,0
-,0.0787401
CFAP144,0.106269
SLC2A1-DT,0.738817
-,0
RNU6-880P,0
C1orf210,0.192684
TIE1,1.07951
MPL,0.365098
-,0.712959
CDC20-DT,0.0382892
EBNA1BP2,2.24731
MIR6733,0
CFAP57,0
RNA5SP46,16.4519
TMEM125,0.186358
CDC20,0.634247
-,0.0743659
-,0.975931
SLC2A1,1.30324
ATP6V0CP4,0
ELOVL1,1.31144
MIR6734,0
MED8,1.34034
MED8-AS1,0.579303
CTPS1,2.08737
ARTN,0.272708
LINC02918,1.30748
-,0.587435
HIVEP3,0.489707
-,0
-,0
-,0.514287
IPO13,0.564358
-,0.624887
DPH2,0.615739
ATP6V0B,2.53094
B4GALT2,0.872785
RN7SL479P,0
KLF17,0.524249
-,1.30784
KLF18,0.375656
-,0.278819
Y_RNA,0
OOSP1P1,1.05897
-,0
-,0.730376
CCDC24,0.511201
SLC6A9,0.301295
-,1.32312
KRT8P47,0
-,0.155331
DMAP1,0.88589
RNU6-369P,0
ERI3,0.965201
ERI3-IT1,0.257023
ARMH1,0.115577
RNU5F-1,0
RNU5D-1,106.651
RNF220,1.54468
TMEM53,0.728325
MIR5584,0
RPS15AP11,0.469105
BEST4,0.136913
PLK3,0.849411
DYNLT4,0.247179
-,0.226828
