gene_short_name,FPKM
PIK3CD-AS1,0.0374256
-,0
PIK3CD-AS2,1.264
MZT1P1,0
EXOSC10-AS1,0
EXOSC10,15.0925
UBIAD1,5.02918
UBE2V2P3,0
-,0
MTCYBP45,0
TARDBP,88.2872
MASP2,0
DISP3,0.671616
-,0
LINC01647,0.0388571
CASZ1,3.28126
-,0
AGTRAP,5.94258
NPPB,0.101635
SBF1P2,0
-,1.97262
RNU5E-1,0
RNU5E-4P,0
KIAA2013,13.4753
PLOD1,1.53702
-,0.209109
-,0
FBXO2,4.97034
FBXO44,1.72667
MAD2L2,105.271
FBXO6,0
DRAXIN,4.26003
-,0
MIIP,3.79484
Y_RNA,0
MIR6729,0
RN7SL649P,0
TNFRSF8,9.26993
RNU6-777P,0
RPL23AP89,0
-,0.113942
MIR7846,0
TNFRSF1B,0
MIR4632,0
RPL10P17,0
SNORA70,0
C1orf167,0
CLCN6,3.54493
-,0
-,0
-,0
C1orf167-AS1,0
MTHFR,2.35289
NPPA,0
LINC02766,0.0519442
DHRS3,6.18909
-,0
RNU6ATAC18P,0
MIR6730,0
AADACL4,0
-,0
AADACL3,0.109019
CFAP107,0
PRAMEF12,0
PRAMEF1,0.0531892
MFN2,17.4618
LINC01784,0
PRAMEF11,0
PRAMEF30P,0
PRAMEF2,0
HNRNPCL1,0
PRAMEF4,0
PRAMEF10,0
PRAMEF7,0
RNU6-1072P,0
PRAMEF29P,0
PRAMEF28P,0
PRAMEF27,0
HNRNPCL3,0
PRAMEF25,0
PRAMEF6,0
PRAMEF35P,0
PRAMEF34P,0
HNRNPCL2,0
-,0
PRAMEF36P,0
-,0
PRAMEF26,0
HNRNPCL4,0
PRAMEF13,0
PRAMEF9,0
PRAMEF18,0
PRAMEF31P,0
PRAMEF32P,0
RNU6-771P,0
PRAMEF5,0
PRAMEF8,0
PRAMEF33,0
-,0
PRAMEF15,0
PRAMEF14,0
PRAMEF17,0
PRAMEF20,0
LRRC38,0
-,0
BRWD1P1,0
PRAMEF19,0.019758
RNA5SP41,0
-,0
-,0
PDPN,9.99145
RERE,16.5211
RERE-AS1,0.239723
-,0
-,0
RPL7P11,0.151461
RPL7P7,0.883554
Y_RNA,0
-,2.20468
-,0
RPL23AP19,0
ZBTB2P1,0.17932
PRDM2,4.38152
-,0.0697501
EFHD2-AS1,0.0396009
EFHD2,8.24638
CTRC,0
FHAD1,0.197562
FHAD1-AS1,0
-,0
CELA2A,0
CELA2B,0
CASP9,3.46569
CHCHD2P6,0
RNU7-179P,0
CD24P1,0
KAZN,2.33703
TMEM51,5.91617
TMEM51-AS1,0
RNU6-1265P,0
-,0
KAZN-AS1,0.0652124
TBCAP2,0.217609
-,0.856838
TMEM51-AS2,0.285922
MFFP1,0.240492
-,0
PLEKHM2,5.41427
SLC25A34,0
-,0
SLC25A34-AS1,0
TMEM82,0.163886
DNAJC16,3.84115
-,0
AGMAT,0
SCARNA21B,0
-,0.104488
RPL12P14,0
UQCRHL,0.970795
-,0
FBLIM1,5.7718
ZBTB17,3.3222
-,0.192278
-,0
-,0
TBC1D3P6,0
SRARP,0
-,0
HSPB7,0.059415
CLCNKA,0
FAM131C2P,0
CLCNKB,0.0340287
FAM131C,0
EPHA2,5.34344
EPHA2-AS1,0.0848617
-,0
ARHGEF19-AS1,0
ARHGEF19,2.90721
-,0
ANO7L1,0
-,0
CPLANE2,0
MT1XP1,0
FBXO42,0.354509
SZRD1,2.71609
SPATA21,0
RPL22P3,0
NECAP2,0.112345
LINC01772,0
CROCCP3,0.330468
CROCCP3,0
RNU1-1,0
-,0
-,0
-,0
LINC01783,0.173816
RNU1-6P,0
PDE4DIPP8,0
DDI2,4.39254
RSC1A1,7.87237
-,0
NBPF1,1.27602
-,0
-,0.124364
ESPNP,0
-,0
-,0
EIF1AXP1,0.802412
-,1.62448
CROCCP2,0
-,0
RNU1-3,0
-,0
MST1P2,0
KIF1B,5.9295
RN7SL731P,0
-,0
RNU6-37P,0
SDHB,13.0515
PADI2,0.0269333
-,0
CROCC,0.479235
-,0
RNU1-4,0
CROCCP4,0
-,0.0111953
MST1L,0
-,0
PDE4DIPP9,0
MIR3675,0
-,0
RNU1-5P,0
-,0.376479
-,0
RNU1-2,0
-,0
-,0
PADI1,0
PADI3,0
MIR3972,0
PADI4,0
SPEN-AS1,0
SPEN,9.82379
-,0
PADI6,0
MFAP2,23.0809
-,0
-,0
ATP13A2,8.43386
-,0
LINC02783,0
-,0
LINC02810,0
-,0
LINC01654,0
ACTL8,0.189132
-,0
KLHDC7A,2.44852
DYNLL1P3,0
-,0
IGSF21,5.05866
-,0.999865
IGSF21-AS1,0
TAS1R2,0
RCC2-AS1,0
RCC2,55.3425
-,0
ALDH4A1,2.15763
MIR4695,0
MIR1290,0
ARHGEF10L,2.22472
IFFO2,1.19927
MRTO4,7.32725
-,0.464515
AKR7L,0.081938
AKR7A3,0.158865
-,0.146343
AKR7A2,13.0473
RNU6-1099P,0
SLC66A1,4.90539
PAX7,5.08238
HTR6,0.0361507
TMCO4,1.13768
RNF186,0
RNF186-AS1,0
OTUD3,1.19739
PLA2G2E,0
RN7SL304P,0
PLA2G2A,0
PLA2G5,0
PLA2G2D,0
PLA2G2F,0.026492
-,0
PLA2G2C,0.24679
UBXN10,0.28217
LINC01757,0
-,0.0240144
VWA5B1,0.0277536
-,0
CAPZB,44.0887
MICOS10,12.7925
NBL1,0
MICOS10-NBL1,0
RN7SL277P,0
RNU4-28P,0
MICOS10-DT,0
-,0.887749
LINC01141,0.0489599
-,0
-,0
-,0.0677293
-,0
CAMK2N1,2.48017
MUL1,7.73656
RPS4XP4,0
CDA,0.181301
FAM43B,0.173974
KIF17,0.103646
-,0
EMC1-AS1,0
EMC1,10.6159
-,0
SH2D5,0.587373
PINK1,11.1259
MIR6084,0
PINK1-AS,0
DDOST,24.8716
VPS13D,2.03669
SNORA59A,0
PPP1R11P1,0
PDE4DIPP10,0
-,0
NBPF2P,0
HS6ST1P1,0.19272
CROCCP5,0
HP1BP3,11.3537
NBPF3,2.42972
PFN1P10,0
LINC02596,0
ALPL,54.3618
-,0
ECE1,6.73556
ECE1-AS1,0
-,0
RAP1GAP,1.07646
-,0
-,0
MTOR,9.85182
MTOR-AS1,0
ANGPTL7,0
RNU6-537P,0
RNU6-291P,0
RPL39P6,0
WNT4,0.277422
-,0
MIR4418,0
PPIAP34,0
-,0
USP48,14.6837
-,0
EPHA8,0.609506
MIR6127,0
C1QA,0
-,0
C1QC,0
C1QB,0
CELA3B,0
-,0
CELA3A,0
LINC00339,0
-,0
-,0
CDC42,20.8601
CDC42-IT1,0
LINC01635,0
CDC42-AS1,0
RN7SL386P,0
RNU6-1022P,0
RN7SL186P,0
RNU6-776P,0
MPHOSPH6P1,0.100396
LACTBL1,0
TEX46,0
ZBTB40,4.68392
ZBTB40-IT1,0
HTR1D,0.621773
RPL29P6,0
-,0
UBR4,20.1239
-,0
LINC01355,0.0150091
LDLRAD2,0
HSPG2,5.21672
RPL21P29,0.181384
-,0
TCEA3,0
-,0
ZNF436,0.0099453
ZNF436-AS1,0
Y_RNA,0
E2F2,0.177849
-,0
ID3,15.3154
-,0
MDS2,0
EEF1A1P48,0
EPHB2,3.54073
MIR4253,0
MIR4684,0
-,0.0680378
RPL11,10.296
PITHD1,5.63105
-,0
LYPLA2,10.5258
GALE,5.49964
HMGCL,1.07341
FUCA1,1.44236
CNR2,0
BTBD6P1,0
-,0
MIR378F,0
H3P1,0
PNRC2,12.8307
ELOA-AS1,0
ELOA,8.70145
RPL36P5,0
-,0
MYOM3-AS1,0
MYOM3,0.00770128
IL22RA1,0.0455379
IFNLR1,0.889242
ASAP3,6.02972
-,0
NCMAP-DT,0
RCAN3,4.90043
GRHL3,0.404454
LINC02800,0
GRHL3-AS1,0
STPG1,1.55771
NIPAL3,1.76185
NCMAP,0
-,0
Y_RNA,0
-,0
CLIC4,25.1275
RNU6-1208P,0
KDM1A,10.3332
-,0
LUZP1,7.29859
-,0
MIR3115,0
-,0
-,0.407306
RNU6-514P,0
RNU6-135P,0
-,1.09146
-,0.02172
MIR4425,0
LINC02793,0
-,0
IFITM3P7,0
-,0
SYF2,15.2494
-,0.24363
-,0.217003
RUNX3,0.0624229
MIR6731,0
RUNX3-AS1,0
SRSF10,29.1196
TMEM50A,7.23592
RHCE,0
-,0
RSRP1,8.25511
-,0
RHD,0
-,0.593992
-,0.603265
SDHDP6,0
SRRM1,21.2841
-,0
LDLRAP1,3.2529
MACO1,1.41469
Y_RNA,0
-,0
PAQR7,1.32615
PAFAH2,1.57249
RNU6-110P,0
-,0
-,0
EXTL1,0.124934
MAN1C1,1.92953
-,0.0841971
-,0
TRIM63,0
SLC30A2,0.134908
FAM110D,0.0808445
C1orf232,0
STMN1,135.756
MIR3917,0
SNRPFP2,0
-,0
ZNF593OS,0
ZNF593,16.5515
CATSPER4,0
SELENON,12.9954
-,0
MTFR1L,2.85607
-,0
-,0
AUNIP,5.30279
ZPLD2P,0
ZPLD2P,0
-,0.0636036
PDIK1L,1.43736
CNKSR1,1.8361
ZNF683,0
SH3BGRL3,32.037
CD52,0
UBXN11,7.86139
CEP85,3.24218
-,0
HNRNPR,23.6996
DPPA2P2,0
EIF4G3,20.3799
-,0
RNU7-200P,0
MIR1256,0
RPS15AP6,1.10331
-,0
HSPE1P27,1.22763
RN7SL679P,0
Y_RNA,0
RNU7-29P,0
-,0
-,0
-,0
-,0
CRYBG2,0.569721
-,0.235495
HMGN2,23.1184
RN7SL165P,0
-,0
LIN28A,150.113
SFN,0.83555
DHDDS,10.0808
DHDDS-AS1,0
RPL17P9,0.568597
ZDHHC18,2.97383
KDF1,6.25831
RPL12P13,0
RPL32P6,0.279831
OSTCP2,0.143014
GPATCH3,2.93992
NUDC,19.2096
NR0B2,0.159115
RPS6KA1,0.196138
MIR1976,0
TRNP1,4.02776
-,0
CHCHD3P3,0.274508
TENT5B,16.3682
GPN2,5.76758
-,0
-,0.784708
SNRPEP7,0
WDTC1-DT,0
NPM1P39,0.491988
-,0
TMEM222,3.03625
RNU6-48P,0
ACTG1P20,0.977138
SYTL1,2.93493
FCN3,0
CD164L2,0.480266
-,0
SLC9A1,6.82536
GPR3,2.64787
-,0
WASF2,16.2932
-,0
FGR,0
-,9.25222
LINC02574,0.021703
IFI6,0.382382
-,0
RNU6-949P,0
CHMP1AP1,0
RNU6-424P,0
-,0.0674604
WDTC1,3.17869
Y_RNA,0
STX12,0.772516
-,0
-,0
RNU6-1245P,0
MAP3K6,1.14417
FAM76A,1.30346
-,0.20345
RPEP3,0.158001
RPA2,25.5088
-,0
PPP1R8,5.5043
SCARNA1,360.418
THEMIS2,0.95633
SPCS2P4,0.831588
-,0
-,0
ARL8BP2,0
RNU6-176P,0
PTAFR,0.382975
DNAJC8,37.7774
-,0
ATP5IF1,3.71971
-,0
-,0
SESN2,0.0722339
MED18,0
SMPDL3B,13.2403
XKR8,3.85066
-,0
PIGV,1.0115
-,0.117737
RCC1,8.11077
SNHG3,44.8339
SNORA73A,0
SNORA73B,672.165
PRDX3P2,0.462704
TRNAU1AP,4.09342
SNHG12,19.493
SNORA61,0
SNORA44,0
SNORA16A,0
SNORA16A,0
SNORD99,0
-,0
RNU11,0
PHACTR4,5.70634
Y_RNA,0
DNAJC8P4,4.84993
RNU6ATAC27P,0
GMEB1,1.83504
-,0
AHDC1,4.7041
Y_RNA,0
-,0
YTHDF2,32.5928
-,0
TAF12,4.78918
TAF12-DT,0
RAB42,0.673526
EYA3,7.0788
-,0
RN7SL559P,0.33104
OPRD1,0.116312
-,0
LINC01756,0.107215
-,0
-,0
-,0
-,0
LINC01648,0
-,0
-,0
-,0
-,0
-,0
MATN1,0.0408867
MATN1-AS1,0.0341001
-,0
LAPTM5,0.0895993
MIR4420,0
-,0
LINC01778,0
RN7SKP91,0
-,0.0255349
MECR,4.62331
-,1.28776
RN7SL371P,0
SDC3,9.50373
SELENOWP1,0
RPL21P22,0
NKAIN1,10.9739
SRSF4,25.0389
-,0
SNRNP40,16.6249
-,5.98347
FABP3,5.84818
ZCCHC17,1.86715
-,0
EEF1A1P46,0
RNU6-40P,0
SERINC2,5.97699
LDC1P,0.0237488
LDC1P,0
LINC01226,0.236705
TINAGL1,0.147056
Y_RNA,0
-,0
HCRTR1,0
PEF1-AS1,0
-,0
PEF1,9.70972
COL16A1,0
PTPRU,3.15885
-,0
SPOCD1,0.244923
-,0.0293293
KHDRBS1,23.4306
-,0.0387408
TMEM39B,7.71425
MIR5585,0
Metazoa_SRP,0
-,0
-,0
ARID1A,40.4193
EPB41,8.8007
TMEM200B,0
-,0.704634
Y_RNA,0
Metazoa_SRP,0
KPNA6,9.81016
-,0
-,0
-,0.243172
PTP4A2,17.0239
-,0
-,0
FAM167B,0.575116
TXLNA,7.7273
Y_RNA,0
HDAC1,2.78678
MARCKSL1,449.616
-,0
CCDC28B,0.408585
IQCC,1.10909
-,0
LCK,2.2396
Metazoa_SRP,0
GAPDHP20,0
-,0
TSSK3,0
FAM229A,2.5692
RN7SL122P,0
LRRC37A12P,0.0283748
BSDC1,7.37888
-,0
ADGRB2,3.96892
MIR4254,0
-,1.84131
ZBTB8B,0.538504
ZBTB8A,1.03176
ZBTB8OS,0
Y_RNA,0
NHSL3,7.02382
HPCA,0.145933
TMEM54,2.59423
DCDC2B,0
EIF3I,40.0405
-,0
TMEM234,0
-,0
MTMR9LP,0
-,0
-,0
-,0
RNF19B,3.57279
FNDC5,0.796019
-,0.0458173
TRIM62,5.41942
-,0
-,0
YARS1,24.8402
S100PBP,5.0286
ZNF362,5.98172
-,0.550024
TLR12P,0.0298765
AZIN2,0.487193
-,0.039603
RBBP4,8.13298
SYNC,0
C1orf94,1.13747
-,0
-,0
MIR552,0
A3GALT2,0
PHC2,4.24359
MIR3605,0
-,0
RN7SKP16,2.20625
PHC2-AS1,0.125862
DLGAP3,1.02605
ZSCAN20,0.591696
SMIM12,1.13639
-,0
GJB5,0
GJB4,0
-,0
GJB3,0
GJA4,0.367398
EFCAB14P1,0
-,0
-,0
-,0
AK2,37.0149
Metazoa_SRP,0
Y_RNA,0
-,0
GPR199P,0
GPR199P,0
TMEM35B,2.77779
-,0.94298
ZMYM6,1.283
SFPQ,51.5658
TFAP2E-AS1,0
TFAP2E,0.218347
C1orf216,2.05906
ZMYM1,3.05349
RPL12P45,0
PSMB2,26.1511
AGO4,0.485114
CLSPN,6.95866
-,0
-,0
-,0
TEKT2,0
ADPRS,1.89386
COL8A2,0.116944
TRAPPC3,18.1695
MAP7D1,6.34154
RN7SL131P,0
PUM1,24.1742
-,1.01821
-,0
ZMYM4,7.5996
NCDN,0
ZMYM4-AS1,0
KIAA0319L,5.20131
RN7SL503P,0
SNORA62,0
RPL5P4,2.56912
Metazoa_SRP,0
-,0.238018
-,0.30431
THRAP3,21.893
UBE2V2P4,0
LSM10,5.12742
RNU4-27P,0
OSCP1,1.58343
SNORA63C,0
MRPS15,60.4493
CSF3R,0.0210425
FTLP18,0
-,0
-,0
-,0
CSMD2,3.24127
HSPD1P14,0.156525
HMGB4,0.507514
CSMD2-AS1,0.293443
RNA5SP42,0
-,0
-,0
MIR4255,0
RNU6-636P,0
RNA5SP43,0
RPS29P6,0
LITATS1,0
STK40,6.20481
SH3D21,2.73417
EVA1B,3.61976
ZC3H12A,1.45484
MIR6732,0
RPS27P9,0
AGO1,11.8482
-,0
CFAP97P1,0
-,0.236358
-,0
RSPO1,0
SNIP1,7.08509
FTH1P1,0.879411
CDCA8,4.10089
EPHA10,0
Y_RNA,0
ACTN4P2,0
-,0
DNALI1,0
GNL2,97.3874
GRIK3,1.3998
YRDC,6.32907
C1orf122,6.26027
AIRIM,4.12685
MANEAL,2.03156
-,0
Metazoa_SRP,0
MEAF6,9.37308
MIR5581,0
RNU6-510P,0
FHL3,13.0972
UTP11,3.30721
POU3F1,4.23313
MIR3659HG,0
-,0
MIR3659,0
-,0
AGO3,0.670352
-,0
LINC02786,0.0906154
RNU6-753P,0
-,0.495368
LINC01685,0
-,0
HSPA5P1,0.0236139
-,0
LINC01343,0.019364
SF3A3,24.1838
MTF1,1.76539
-,0.404101
NDUFS5,71.3371
AKIRIN1,55.1239
INPP5B-AS1,8.00428
INPP5B,3.89989
SNORA63,0
RNU6-584P,0
HEYL,0.016432
-,0
RRAGC,5.45665
-,0
MYCBP,4.5185
-,0
GJA9,0
RHBDL2,0
RRAGC-DT,0
RNU6-605P,0
Y_RNA,0
EIF1P2,0
NT5C1A,0.00747616
-,0
-,0
-,0
LINC02811,0
HPCAL4,0.0198125
BMP8A,0.467163
PPIEL,1.60823
PPIEL,0
OXCT2P1,0
Y_RNA,0
MYCL,4.08025
MYCL-AS1,0
MFSD2A,2.77055
-,0.330125
PPIE,2.19774
-,0
BMP8B,0
-,0
RNU7-121P,0
OXCT2,0
BMP8B-AS1,0
OAZ1P1,0.440523
RLF,3.47999
RNU6-1237P,0
TMCO2,0
ZMPSTE24-DT,1.26584
CAP1,12.5752
ZMPSTE24,9.4489
-,0
RPL21P20,0
COL9A2,0.961035
-,0
SMAP2,0.692981
-,0
-,0
-,0.780595
-,0
ZFP69,0.561526
EXO5-DT,0.0827292
ZFP69B,0.682623
ZNF684,0.910726
-,0
-,0
GTF2F2P2,0
PABPC4,81.7241
SNORA55,0
PABPC4-AS1,0
-,0
EXO5,1.53746
-,0
-,0
RIMS3,1.34586
-,0
CITED4,5.59283
-,0
-,0
-,0
UBE2V1P8,0
NFYC-AS1,1.56371
NFYC,7.73826
MIR30E,0
MIR30C1,0
KCNQ4,0.326471
RN7SL326P,0.324472
PPT1,28.7056
RNA5SP45,0
EDN2,0
FOXO6,0.124445
FOXO6-AS1,0
-,0
HNRNPFP1,0
-,0
GUCA2B,0
GUCA2A,0
SLFNL1-AS1,1.09801
SLFNL1,0
SCMH1,3.08381
RPL23AP17,0
-,0
SCMH1-DT,0.136694
RPL36AP9,0
-,0
-,0
TRIT1,3.55873
Y_RNA,0
RIMKLA,0.102629
-,0
FOXJ3,12.8771
-,0.179935
YBX1,81.5189
PPIH,7.57686
-,0
-,1.20255
CLDN19,0.26581
HIVEP3,0.0649806
-,0
-,0
-,0
ZMYND12,0
PPCS,5.73356
CCDC30,0
RPS3AP11,0.0363571
TMSB4XP1,0
RNU6-536P,0
-,0
-,0
MKRN8P,0.0346413
ATP6V1E1P1,0
C1orf50,0.827691
-,0
TMEM269,0
ERMAP,0.629895
C1orf50-AS1,0
SVBP,13.8811
ZNF691-DT,0
ZNF691,3.51856
U6,0
SLC2A1-DT,0.276927
-,0
RNU6-880P,0
-,0
CFAP144,0
C1orf210,2.53068
P3H1,2.25584
MPL,0.107865
-,0.277535
CDC20-DT,0.100272
TIE1,0.41979
CDC20,11.8863
-,0
MED8,3.97228
MED8-AS1,0
EBNA1BP2,17.2684
MIR6733,0
CFAP57,0
RNA5SP46,0
TMEM125,1.05304
ELOVL1,6.3429
MIR6734,0
CTPS1,3.56796
-,0
SLC2A1,44.5092
ATP6V0CP4,0.163068
ARTN,1.9267
-,0
LINC02918,0.202674
IPO13,1.86874
-,0
DPH2,12.4945
ATP6V0B,0
B4GALT2,4.32563
RN7SL479P,0
KLF17,0
-,2.77959
KLF18,0
-,0
Y_RNA,0
OOSP1P1,0
-,0
-,0
DMAP1,2.61599
CCDC24,1.35786
SLC6A9,1.52938
-,0.0732332
KRT8P47,0.12594
-,0
RNU6-369P,0
ERI3,13.9759
ERI3-IT1,0.19842
ARMH1,0
RNU5F-1,0
RNU5D-1,0
KDM4A,3.09407
-,0
ST3GAL3,0
MIR6079,0
KDM4A-AS1,0.658417
ST3GAL3-AS1,0
U6,0
-,0
SHMT1P1,0.159381
RNF220,13.0039
TMEM53,0
MIR5584,0
RPS15AP11,0.492653
BEST4,0.35296
-,0
PLK3,0.995853
DYNLT4,0.3033
SZT2,3.03976
MIR6735,0
HYI-AS1,0
SZT2-AS1,0
HYI,0
-,0
BTBD19,0.209096
PPIAP35,0
MRPS17P1,0.00693719
PTCH2,0.46065
RNU5E-6P,0
EIF2B3,12.4442
CCNB1IP1P1,0
RNA5SP47,0
HPDL,2.97553
KIF2C,0
RPS8,191.888
SNORD55,0
SNORD38A,0
SNORD38B,0
SNORD38B,0
-,0
SNORD46,0
ZSWIM5,1.42226
LINC01144,0
OSTCP5,1.77432
CCDC163,0.223105
HECTD3,7.4765
UROD,31.758
AKR1A1,15.9114
MMACHC,0
PRDX1,141.661
HMGB1P48,0
MUTYH,0
-,0
TESK2,1.94659
TOE1,5.88435
PPIAP36,0.496755
CCDC17,1.47141
RPL6P1,0
TMEM69,7.57808
IPP,1.19077
-,0
-,0
NASP,50.0232
MAST2,3.25335
TMA16P2,0.504579
GPBP1L1,14.509
RPS15AP10,3.94397
RPL7AP16,0.999556
UQCRH,272.444
PTPRF,16.0809
-,0.193725
FAAH,0.91339
FAAHP1,0
-,0.833824
LINC01398,0.0968758
RAD54L,4.50492
LRRC41,9.35606
DMBX1,0.188081
PIK3R3,2.83209
P3R3URF-PIK3R3,0
P3R3URF,0
-,0.545201
COX7BP4,0
-,0
TSPAN1,0.140577
NSUN4,1.7475
-,0
CYP4B1,0
CYP4Z2P,0
CYP4Z2P,0
TUBAP8,0
CYP4A11,0
CYP4A26P,0
CYP4A43P,0
CYP4A27P,0
CYP4A44P,0
CYP4X1,0.155573
CYP4Z1,0
TUBAP9,0
CYP4A22-AS1,0
-,0
LINC00853,0
CYP4A22,0.0220025
MTND1P34,0.333107
PDZK1IP1,0
TMEM275,0
MKNK1-AS1,0
MKNK1,1.81215
MOB3C,0.662763
KNCN,0.0160059
